NUMERO,NUMERO_SEQUENCIAL,ANO,TIPO_CONVENCAO_CODIGO,TIPO_CONVENCAO_DESCR,TIPO_CONVENCAO_DESCR_LONG,TIPO_CONVENCAO_ORDEM,NATUREZA_CODIGO,NATUREZA_DESCRICAO,NOMECC,AMBITO_GEOGRAFICO_IRCT,AMBITO_GEOGRAFICO_CODE_IRCT,NUMBTE,DATABTE,SERIEBTE,AMBGEG,DATA_EFEITOS,AREA,DIST,CONC,PROV,CODCAE
5683,1,2014,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUÊS; SA E OUTROS E A FEBASE - FEDERAÇÃO DO SETOR FINANCEIRO - ALTERAÇÃO,Nacional,1,12,2014.03.29 00:00:00,0,E,,1,0,0,1,62010
5683,1,2014,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUÊS; SA E OUTROS E A FEBASE - FEDERAÇÃO DO SETOR FINANCEIRO - ALTERAÇÃO,Nacional,1,12,2014.03.29 00:00:00,0,E,,1,0,0,1,62020
5683,1,2017,1,ACT,Acordo coletivo de trabalho,2,3,Consolidação,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUES; SA E OUTROS E A FEBASE - FEDERAÇAO DO SECTOR FINANCEIRO - ALTERAÇAO E TEXTO CONSOLIDADO.,Nacional,1,6,2017.02.15 00:00:00,0,E,,1,0,0,1,82200
5683,2,2019,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUES; SA E OUTROS E O SINDICATO DOS BANCARIOS DO CENTRO E OUTRA - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,40,2019.10.29 00:00:00,0,E,2018.01.01 00:00:00,1,0,0,1,82200
5697,2,2010,2,CCT,Contrato coletivo de trabalho,1,3,Consolidação,CONTRATO COLECTIVO ENTRE A APIO ¿ ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE OURIVESARIA E A FIEQUIMETAL ¿ FEDERAÇÃO INTERSINDICAL DAS INDÚSTRIAS METALÚRGICA; QUÍMICA; FARMACÊUTICA; ELÉCTRICA; ENERGIA E MINAS ¿ ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO.,Nacional,1,18,2010.05.15 00:00:00,0,E,2010.01.01 00:00:00,1,0,0,1,32123
5724,1,2013,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUÊS; S.A. E OUTROS E O SINDICATO NACIONAL DOS QUADROS E TÉCNICOS BANCÁRIOS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,29,2013.08.08 00:00:00,0,E,,1,0,0,1,62090
5724,1,2013,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUÊS; S.A. E OUTROS E O SINDICATO NACIONAL DOS QUADROS E TÉCNICOS BANCÁRIOS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,29,2013.08.08 00:00:00,0,E,,1,0,0,1,64190
5724,1,2015,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O GRUPO DO BANCO COMERCIAL PORTUGUES; SA E O SINDICATO NACIONAL DOS QUADROS E TECNICOS BANCARIOS E O SINDICATO INDEPENDENTE DA BANCA - ALTERAÇAO,Nacional,1,25,2015.07.08 00:00:00,0,E,,1,0,0,1,62090
5724,1,2017,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUES; SA E OUTROS E A FSIB - FEDERAÇAO DOS SINDICATOS INDEPENDENTES DA BANCA - ALTERAÇAO,Nacional,1,6,2017.02.15 00:00:00,0,E,,1,0,0,1,62090
5724,1,2017,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACORDO COLETIVO ENTRE O BANCO COMERCIAL PORTUGUES; SA E OUTROS E A FSIB - FEDERAÇAO DOS SINDICATOS INDEPENDENTES DA BANCA - ALTERAÇAO,Nacional,1,6,2017.02.15 00:00:00,0,E,,1,0,0,1,64190
5778,1,2008,4,AE,Acordo de empresa,3,2,Alteração,"AE ENTRE O HOSPITAL DA CRUZ VERMELHA PORTUGUESA E A FESAHT-FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO; BEBIDAS; HOTELARIA E TURISMO DE PORTUGAL E OUTROS-ALTERAÇÃO SALARIAL E OUTRAS
",Nacional,1,16,2008.04.29 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,86906
5789,1,2010,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACT ENTRE VÁRIAS CAIXAS DE CRÉDITO AGRÍCOLA MÚTUO E OUTROS E O SINDICATO DOS BANCÁRIOS DO NORTE E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,1,2010.01.08 00:00:00,0,E,2009.01.01 00:00:00,1,0,0,1,62010
5789,1,2010,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACT ENTRE VÁRIAS CAIXAS DE CRÉDITO AGRÍCOLA MÚTUO E OUTROS E O SINDICATO DOS BANCÁRIOS DO NORTE E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,1,2010.01.08 00:00:00,0,E,2009.01.01 00:00:00,1,0,0,1,62020
5792,1,2009,2,CCT,Contrato coletivo de trabalho,1,3,Consolidação,CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E O SINTTAV -SINDICATO NACIONAL DOS TRABALHADORES DAS TELECOMUNICAÇÕES E AUDIOVISUAL - ALTERAÇÃO E OUTRAS E TEXTO CONSOLIDADO,Nacional,1,16,2009.04.29 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,59140
5792,1,2010,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONVENÇÃO COLECTIVA ENTRE A ASSOCIAÇÃO PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E O SINTTAV - SINDICATO DOS TRABALHADORES DAS TELECOMUNICAÇÕES E AUDIOVISUAL - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,16,2010.04.29 00:00:00,0,E,2010.01.01 00:00:00,1,0,0,1,59120
5792,1,2010,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONVENÇÃO COLECTIVA ENTRE A ASSOCIAÇÃO PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E O SINTTAV - SINDICATO DOS TRABALHADORES DAS TELECOMUNICAÇÕES E AUDIOVISUAL - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,16,2010.04.29 00:00:00,0,E,2010.01.01 00:00:00,1,0,0,1,59130
5792,1,2012,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E O SINTTAV ¿ SINDICATO NACIONAL DOS TRABALHADORES DAS TELECOMUNICAÇÕES E AUDIOVISUAL ¿ ALTERAÇÃO SALARIAL E OUTRAS.,Nacional,1,26,2012.07.15 00:00:00,0,E,2012.05.01 00:00:00,1,0,0,1,59140
5795,1,2012,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ANASEL ¿ ASSOCIAÇÃO NACIONAL DE EMPRESAS DE LAVANDARIA; ARRANJOS DE COSTURA; CONSERTOS DE SAPATOS E CHAVES E A FETESE ¿ FEDERAÇÃO DOS SINDICATOS DA INDÚSTRIA E SERVIÇOS ¿ ALTERAÇÃO.,Nacional,1,33,2012.09.08 00:00:00,0,E,,1,0,0,1,96010
5801,1,2008,4,AE,Acordo de empresa,3,3,Consolidação,AE ENTRE A TRIPUL - SOCIEDADE DE GESTÃO DE NAVIOS LDª. E A FESMAR - FEDERAÇÃO DE SINDICATOS DOS TERABLHADORES DO MAR - ALTERAÇÃO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,16,2008.04.29 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,52220
5804,1,2014,4,AE,Acordo de empresa,3,2,Alteração,ACORDO DE EMPRESA ENTRE A PORTO SANTO LINE - TRANSPORTES MARÍTIMOS; LDA. E A FESMAR - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DO MAR - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,21,2014.06.08 00:00:00,0,E,,1,0,0,1,50200
5813,1,2014,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A NORQUIFAR - ASSOCIAÇÃO NACIONAL DOS IMPORTADORES/ARMAZENISTAS E RETALHISTAS DE PRODUTOS QUÍMICOS E FARMACÊUTICOS E A COFESINT - CONFEDERAÇÃO DE SINDICATOS DA INDÚSTRIA; ENERGIA E TRANSPORTES (PRODUTOS FARMACÊUTICOS) - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,15,2014.04.22 00:00:00,0,E,2014.01.01 00:00:00,1,0,0,1,46460
5817,1,2008,2,CCT,Contrato coletivo de trabalho,1,3,Consolidação,CCT ENTRE A AES ¿ ASSOCIAÇÃO DAS EMPRESAS DE SEGURANÇA E OUTRA E O STAD ¿ SINDICATO DOS TRABALHADORES DE SERVIÇOS DE PORTARIA; VIGILÂNCIA; LIMPEZA; DOMÉSTICAS E ACTIVIDADES DIVERSAS E OUTROS ¿ ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO.,Nacional,1,6,2008.02.15 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,80100
5817,1,2011,2,CCT,Contrato coletivo de trabalho,1,3,Consolidação,CONTRATO COLECTIVO ENTRE A AES - ASSOCIAÇÃO DE EMPRESAS DE SEGURANÇA E OUTRA E O STAD - SINDICATO DOS TRABALHADORES DE SERVIÇOS DE VIGILANCIA; LIMPEZA; DOMÉSTICAS E ACTIVIDADES DIVERSAS E OUTRAS - ALTERAÇÃO SALARIAL E OUTRAS  E TEXTO CONSOLIDADO,Nacional,1,17,2011.05.08 00:00:00,0,E,2010.04.01 00:00:00,1,0,0,1,80100
5822,1,2016,1,ACT,Acordo coletivo de trabalho,2,3,Consolidação,ACORDO COLETIVO ENTRE A CAIXA LEASING E FACTORING ¿ INSTITUIÇÃO FINANCEIRA DE CRÉDITO; SA E OUTRAS E O SINDICATO DOS TRABALHADORES DAS EMPRESAS DO GRUPO CAIXA GERAL DE DEPÓSITOS ¿ STEC ¿ ALTERAÇÃO SALARIAL E OUTRAS/TEXTO CONSOLIDADO.,Nacional,1,31,2016.08.22 00:00:00,0,E,2010.01.01 00:00:00,1,0,0,1,62020
6502,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SITESE - SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - REVISAO GLOBAL,Nacional,1,19,2016.05.22 00:00:00,0,E,2016.04.01 00:00:00,1,0,0,1,46
6502,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SITESE - SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - REVISAO GLOBAL,Nacional,1,19,2016.05.22 00:00:00,0,E,2016.04.01 00:00:00,1,0,0,1,46320
6502,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SITESE - SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - REVISAO GLOBAL,Nacional,1,19,2016.05.22 00:00:00,0,E,2016.04.01 00:00:00,1,0,0,1,46361
6502,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SITESE - SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - REVISAO GLOBAL,Nacional,1,19,2016.05.22 00:00:00,0,E,2016.04.01 00:00:00,1,0,0,1,46390
6502,1,2017,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,25,2017.07.08 00:00:00,0,E,2017.04.01 00:00:00,1,0,0,1,46311
6502,1,2017,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,25,2017.07.08 00:00:00,0,E,2017.04.01 00:00:00,1,0,0,1,46381
6502,1,2017,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ADIPA - ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,25,2017.07.08 00:00:00,0,E,2017.04.01 00:00:00,1,0,0,1,46382
6502,1,2018,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES (ADIPA) E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,17,2018.05.08 00:00:00,0,E,2018.04.01 00:00:00,1,0,0,1,46331
6502,1,2018,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES (ADIPA) E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,17,2018.05.08 00:00:00,0,E,2018.04.01 00:00:00,1,0,0,1,46382
6502,1,2018,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES (ADIPA) E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,17,2018.05.08 00:00:00,0,E,2018.04.01 00:00:00,1,0,0,1,46390
6502,1,2019,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES-ADIPA E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,24,2019.06.29 00:00:00,0,E,2019.04.01 00:00:00,1,0,0,1,46312
6502,1,2019,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES-ADIPA E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,24,2019.06.29 00:00:00,0,E,2019.04.01 00:00:00,1,0,0,1,46331
6502,1,2019,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES-ADIPA E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,24,2019.06.29 00:00:00,0,E,2019.04.01 00:00:00,1,0,0,1,46341
6502,1,2019,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES-ADIPA E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,24,2019.06.29 00:00:00,0,E,2019.04.01 00:00:00,1,0,0,1,46362
6502,1,2019,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLETIVO ENTRE A ASSOCIAÇAO DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES-ADIPA E OUTRAS E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,24,2019.06.29 00:00:00,0,E,2019.04.01 00:00:00,1,0,0,1,46370
6503,1,2018,4,AE,Acordo de empresa,3,2,Alteração,"ACORDO DE EMPRESA ENTRE A THE NAVIGATOR COMPANY; S.A. E A FEDERAÇAO DOS SINDICATOS DA INDUSTRIA E SERVIÇOS - FETESE - ALTERAÇAO SALARIAL E OUTRAS
",Nacional,1,40,2018.10.29 00:00:00,0,E,2018.01.01 00:00:00,1,0,0,1,17110
6509,1,2016,4,AE,Acordo de empresa,3,1,1º CC,ACORDO DE EMPRESA ENTRE A ASSOCIAÇAO HUMANITARIA DOS BOMBEIROS VOLUNTARIOS DO MONTIJO E O SNBP - SINDICATO NACIONAL DOS BOMBEIROS PROFISSIONAIS E OUTRO.,Nacional,1,22,2016.06.15 00:00:00,0,E,2016.06.15 00:00:00,1,0,0,1,84250
6510,1,2016,4,AE,Acordo de empresa,3,1,1º CC,ACORDO DE EMPRESA ENTRE A SANTA CASA DA MISERICORDIA DE LISBOA (SCML) E O SINDICATO DOS ENFERMEIROS PORTUGUESES (SEP),Nacional,1,24,2016.06.29 00:00:00,0,E,2016.07.04 00:00:00,1,0,0,1,85591
6510,1,2019,4,AE,Acordo de empresa,3,2,Alteração,ACORDO DE EMPRESA ENTRE A SANTA CASA DA MISERICORDIA DE LISBOA - SCML E O SINDICATO DOS ENFERMEIROS PORTUGUESES - SEP - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,45,2019.12.08 00:00:00,0,E,2019.12.13 00:00:00,1,0,0,1,85420
6510,1,2019,4,AE,Acordo de empresa,3,2,Alteração,ACORDO DE EMPRESA ENTRE A SANTA CASA DA MISERICORDIA DE LISBOA - SCML E O SINDICATO DOS ENFERMEIROS PORTUGUESES - SEP - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,45,2019.12.08 00:00:00,0,E,2019.12.13 00:00:00,1,0,0,1,87
6512,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A CONFEDERAÇAO NACIONAL DAS INSTITUIÇOES DE SOLIDARIEDADE - CNIS E A FNE - FEDERAÇAO NACIONAL DA EDUCAÇAO E OUTROS - REVISAO GLOBAL,Nacional,1,25,2016.07.08 00:00:00,0,E,2016.01.01 00:00:00,1,0,0,1,18140
6512,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A CONFEDERAÇAO NACIONAL DAS INSTITUIÇOES DE SOLIDARIEDADE - CNIS E A FNE - FEDERAÇAO NACIONAL DA EDUCAÇAO E OUTROS - REVISAO GLOBAL,Nacional,1,25,2016.07.08 00:00:00,0,E,2016.01.01 00:00:00,1,0,0,1,47300
6512,1,2016,2,CCT,Contrato coletivo de trabalho,1,4,Rev. Global,CONTRATO COLETIVO ENTRE A CONFEDERAÇAO NACIONAL DAS INSTITUIÇOES DE SOLIDARIEDADE - CNIS E A FNE - FEDERAÇAO NACIONAL DA EDUCAÇAO E OUTROS - REVISAO GLOBAL,Nacional,1,25,2016.07.08 00:00:00,0,E,2016.01.01 00:00:00,1,0,0,1,47730
5906,1,2010,1,ACT,Acordo coletivo de trabalho,2,2,Alteração,ACT ENTRE VÁRIAS CAIXAS DE CRÉDITO AGRÍCOLA MÚTUO E OUTROS E O SINDICATO NACIONAL DOS QUADROS E TÉCNICOS BANCÁRIOS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,8,2010.02.28 00:00:00,0,E,2009.01.01 00:00:00,1,0,0,1,64190
5915,2,2013,4,AE,Acordo de empresa,3,3,Consolidação,ACORDO DE EMPRESA ENTRE A GENERAL CABLE CELCAT; ENERGIA E TELECOMUNICAÇÕES; SA E O SIMA - SINDICATO DAS INDÚSTRIAS METALÚRGICAS E AFINS - ALTERAÇÃO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,45,2013.12.08 00:00:00,0,E,2013.01.01 00:00:00,1,0,0,1,27320
5916,1,2008,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DOS INDUSTRIAIS DE CURTUMES E O SINDICATO DOS OPERÁRIOS DA INDÚSTRIA DE CURTUMES E OUTRO (PRODUÇÃO E FUNÇÕES AUXILIARES) ¿ ALTERAÇÃO SALARIAL E OUTRA.,Nacional,1,27,2008.07.22 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,15111
5924,1,2011,4,AE,Acordo de empresa,3,2,Alteração,ACORDO DE EMPRESA ENTRE A CAIXA GERAL DE DEPÓSITOS; S.A.; E O SINDICATO NACIONAL DOS QUADROS E TÉCNICOS BANCÁRIOS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,21,2011.06.08 00:00:00,0,E,2008.05.17 00:00:00,1,0,0,1,64300
5925,1,2008,4,AE,Acordo de empresa,3,2,Alteração,AE ENTRE A COMPANHIA DAS LEZÍRIAS; SA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA; ALIMENTAÇÃO; BEBIDAS; HOTELARIA E TURISMO DE PORTUGAL E OUTRAS - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,18,2008.05.15 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,01420
5933,1,2009,2,CCT,Contrato coletivo de trabalho,1,3,Consolidação,CCT ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO,Nacional,1,33,2009.09.08 00:00:00,0,E,2009.04.01 00:00:00,1,0,0,1,31020
5933,1,2009,2,CCT,Contrato coletivo de trabalho,1,3,Consolidação,CCT ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO,Nacional,1,33,2009.09.08 00:00:00,0,E,2009.04.01 00:00:00,1,0,0,1,32400
5936,1,2010,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLECTIVO ENTRE A ACIP - ASSOCIAÇÃO DO COMÉRCIO E DA INDÚSTRIA DE PANIFICAÇÃO; PASTELARIA E SIMILARES E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA; ALIMENTAÇÃO; BEBIDAS; HOTEL. E TURISMO DE PORTUGAL E OUTRAS (FABRICO; EXPEDIÇÃO E VENDAS; APOIO E MANUT.) - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,21,2010.06.08 00:00:00,0,E,2010.01.01 00:00:00,1,0,0,1,10712
5943,1,2008,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CCT ENTRE A ANCIPA - ASSOCIAÇÃO NACIONAL DE COMERCIANTES EINDUSTRIAIS DE PRODUTOS ALIMENTARES E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA; ALIMENTAÇÃO; BEBIDAS; HOTELARIA E TURISMO DE PORTUGAL E OUTRAS (PASTELARIA; CONFEITARIA E CONSERVAÇÃO DE FRUTA - APOIO E MANUTENÇÃO) - ALTERAÇÃO SALARIA,Nacional,1,28,2008.07.29 00:00:00,0,E,2008.01.01 00:00:00,1,0,0,1,10393
5943,1,2010,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CONTRATO COLECTIVO ENTRE A ANCIPA - ASSOCIAÇÃO NACIONAL DE COMERCIANTES E INDUSTRIAIS DE PRODUTOS ALIMENTARES E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA; ALIMENTAÇÃO; BEBIDAS; HOTELARIA E TURISMO DE PORTUGAL E OUTRAS ( PASTEL.; CONFEIT. CONSERVAÇÃO DE FRUTA - APOIO E MANUT.- ALT.SAL.OUTRAS,Nacional,1,17,2010.05.08 00:00:00,0,E,2010.01.01 00:00:00,1,0,0,1,10712
5964,1,2018,4,AE,Acordo de empresa,3,2,Alteração,ACORDO DE EMPRESA ENTRE O CLUBE DE CAMPISMODE LISBOA E O SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS; COMERCIO; RESTAURAÇAO E TURISMO - SITESE - ALTERAÇAO SALARIAL E OUTRAS,Nacional,1,25,2018.07.08 00:00:00,0,E,2018.06.01 00:00:00,1,0,0,1,55300
5968,1,2009,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CCT ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E O SERS - SINDICATO DOS ENGENHEIROS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,4,2009.01.29 00:00:00,0,E,,1,0,0,1,29100
5968,1,2009,2,CCT,Contrato coletivo de trabalho,1,2,Alteração,CCT ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E O SERS - SINDICATO DOS ENGENHEIROS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS,Nacional,1,4,2009.01.29 00:00:00,0,E,,1,0,0,1,33150
5970,1,2013,4,AE,Acordo de empresa,3,3,Consolidação,ACORDO DE EMPRESA ENTRE A LUSOSIDER - AÇOS PLANOS; S.A. E A FETESE - FEDERAÇÃIO DOS SINDICATOS DA INDÚSTRIA E SERVIÇOS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS/TEXTO CONSOLIDADO,Nacional,1,19,2013.05.22 00:00:00,0,5,2013.01.01 00:00:00,1,0,0,1,24100
